Existing Renewable Resources,,,,,,,,,,,,,,,,,,,,,,,
,83.0,PG40087,Site 1923 (Madera Chowchilla),STOREY_2_MDRCH4,PG&E,CA,Madera,Westlands,Hydro,Small,Existing,42570.0,48047.0,1.0,0.916,2.87777,0.358638163,CAISO,CAISO,CAISO,Small_Hydro,Westlands,1.0
,84.0,PG40088,Site 1302 (Madera Chowchilla),STOREY_2_MDRCH3,PG&E,CA,Madera,Westlands,Hydro,Small,Existing,42583.0,48060.0,1.0,0.424,1.004992,0.270578099,CAISO,CAISO,CAISO,Small_Hydro,Westlands,1.0
,85.0,PG40089,Centerville Powerhouse,CNTRVL_6_UNIT,PG&E,CA,Butte,Sacramento River Valley,Hydro,Small,Existing,32994.0,73050.0,1.0,6.4,0.0,0.0,CAISO,CAISO,CAISO,Small_Hydro,Northern_California,1.0
,86.0,PG40090,Kilarc Powerhouse,KILARC_2_UNIT 1,PG&E,CA,Shasta,Round Mountain - B,Hydro,Small,Existing,1370.0,73050.0,1.0,3.2,17.02805761,0.607450685,CAISO,CAISO,CAISO,Small_Hydro,Northern_California,1.0
,87.0,PG40091,Alta Powerhouse,BNNIEN_7_ALTAPH,PG&E,CA,Placer,Placer County (Partial),Hydro,Small,Existing,1956.0,73050.0,1.0,1.0,4.60348985,0.52551254,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,88.0,PG40092,Lime Saddle Powerhouse,CLRKRD_6_LIMESD,PG&E,CA,Butte,Sacramento River Valley,Hydro,Small,Existing,2405.0,73050.0,1.0,2.0,6.977334757,0.398249701,CAISO,CAISO,CAISO,Small_Hydro,Northern_California,1.0
,89.0,PG40093,Cow Creek Powerhouse,COWCRK_2_UNIT,PG&E,CA,Shasta,Round Mountain - B,Hydro,Small,Existing,2559.0,73050.0,1.0,1.8,8.754947924,0.555235155,CAISO,CAISO,CAISO,Small_Hydro,Northern_California,1.0
,90.0,PG40094,Potter Valley Powerhouse,POTTER_6_UNIT 1,PG&E,CA,Mendocino,Mendocino County,Hydro,Small,Existing,3014.0,73050.0,1.0,9.2,38.76195145,0.48096525,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,91.0,PG40095,Deer Creek Powerhouse,DEERCR_6_UNIT 1,PG&E,CA,Nevada,Nevada County,Hydro,Small,Existing,3049.0,73050.0,1.0,5.7,25.36975123,0.508086022,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,92.0,PG40096,Wishon Powerhouse,WISHON_6_UNIT 1,PG&E,CA,Madera,Westlands,Hydro,Small,Existing,3916.0,73050.0,1.0,20.0,67.34070701,0.384364766,CAISO,CAISO,CAISO,Small_Hydro,Westlands,1.0
,93.0,PG40097,Tule Powerhouse,SPRGVL_2_TULE,PG&E,CA,Tulare,Westlands,Hydro,Small,Existing,5135.0,73050.0,1.0,6.4,23.7344237,0.423345172,CAISO,CAISO,CAISO,Small_Hydro,Westlands,1.0
,94.0,PG40098,Halsey Powerhouse,HALSEY_6_UNIT,PG&E,CA,Placer,Placer County (Partial),Hydro,Small,Existing,6185.0,73050.0,1.0,11.0,65.0712554,0.675293227,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,95.0,PG40099,Wise Powerhouse,WISE_1_UNIT 1,PG&E,CA,Placer,Placer County (Partial),Hydro,Small,Existing,6273.0,73050.0,1.0,14.0,82.819896,0.675309002,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,96.0,PG4010,Calaveras PUD-Hydro #1,,PG&E,CA,Calaveras,Calaveras County,Hydro,Small,Existing,41000.0,48304.0,1.0,0.09,0.4,0.507356672,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,97.0,PG40100,San Joaquin #2 Powerhouse,CRNEVL_6_SJQN 2,PG&E,CA,Madera,Westlands,Hydro,Small,Existing,6482.0,73050.0,1.0,3.2,11.13427767,0.397198832,CAISO,CAISO,CAISO,Small_Hydro,Westlands,1.0
