Load Shapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAISO TOU Impacts,High (MRW S4 x1.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Forecasts by year (scalars for profiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Annual Net Energy for Loads by Region and Category (note: flexible part of the EV load is taken out and treated separately),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,12.0,1.0,212.0,0.00011617212928944899,5.022204561439377e-05,9.519142569512869e-05,0.00012795355625253206,0.00011443299365170537,0.00012421720630472396,0.00012743589813079485,9.848339562180615e-05,0.00012007819165009832,9.205045589420582e-05,0.00012039945043197238,,5.907525577179691,2.0,12.0,1.0,0.0,3.6830491925110875,0.0,0.0,0.0,,2.0,12.0,4.989199155641076e-05,9.624668953513933e-05,0.00011539508530344176,0.00011319272329636701,0.00012119826727404755,,,,,
,,2.0,13.0,1.0,213.0,0.0001148852402192368,7.25017571862672e-05,0.0001022760797162555,0.00011901128739971608,0.00011351486489214667,0.00012314293940460838,0.00012648810713547073,9.652768667287171e-05,0.0001201115004411247,9.39624831679727e-05,0.00011818078734047412,,5.907525577179691,2.0,13.0,1.0,0.0,3.62046724006758,0.0,0.0,0.0,,2.0,13.0,7.19769545888999e-05,0.00010236858868451407,0.00010949749907697838,0.00010863242712513588,0.00012036638860910459,,,,,
,,2.0,14.0,1.0,214.0,0.00011388339498216607,8.765956291565086e-05,0.00011460065485773516,0.00011590420465838199,0.0001081854629753953,0.000123277101011381,0.00012489645812222602,9.50736279747792e-05,0.00011937870703854435,9.341618966118217e-05,0.00011546908800642069,,5.907525577179691,2.0,14.0,1.0,0.0,3.586712511717074,0.0,0.0,0.0,,2.0,14.0,8.623387082212564e-05,0.00011418868797119051,0.0001061984911154375,0.0001061595443852977,0.00012022750682389538,,,,,
,,2.0,15.0,1.0,215.0,0.00011322108725221972,0.00010070045159874518,0.00012003601347879688,0.00011775857576996847,0.00010618532951379865,0.00012145752965595726,0.00012453653749109025,9.390311072281472e-05,0.0001194786334116235,9.068472212722947e-05,0.00011448301552131036,,5.907525577179691,2.0,15.0,1.0,0.0,-11.554285541881676,0.0,0.0,0.0,,2.0,15.0,9.930074290443375e-05,0.0001194357649897089,0.00010487029916646666,0.0001052160968541738,0.0001189872129236072,,,,,
,,2.0,16.0,1.0,216.0,0.0001119677327506124,0.00013518132044255748,0.00014229967776193975,0.00012174035532476466,0.0001059989496924877,0.00012051785787958071,0.00012566828792010597,9.449927478903265e-05,0.00011688054771156589,9.04115753738342e-05,0.00011408858652726622,,5.907525577179691,2.0,16.0,1.0,0.0,-11.541160498271825,0.0,0.0,0.0,,2.0,16.0,0.0001346871468467245,0.00014211106801906227,0.00010710502003754683,0.00010438650463627428,0.00011642398817297493,,,,,
,,2.0,17.0,1.0,217.0,0.00011334684188448802,0.00016897902243176013,0.00015979825218265573,0.00013566104796911514,0.0001105260184127496,0.00012365089271023066,0.00013151099949887618,0.0001016968653445906,0.00011854598726288484,9.205045589420582e-05,0.00011818078734047412,,5.907525577179691,2.0,17.0,1.0,0.0,-12.864252963405937,0.0,0.0,0.0,,2.0,17.0,0.00016947504862608928,0.00016005471602544176,0.00011685960264721871,0.00010586828410391827,0.00011552400928935168,,,,,
,,2.0,18.0,1.0,218.0,0.00012778347366888807,0.00021256611936411096,0.0001863987432831941,0.00013987753963345457,0.00011945669124347225,0.00012840677257528575,0.0001363859244917036,0.00010997772963022749,0.00012930472676440547,0.00010270317927662134,0.00013134485501669715,,5.907525577179691,2.0,18.0,1.0,0.0,-13.517351565416362,0.0,0.0,0.0,,2.0,18.0,0.0002147878645678239,0.0001877551601320396,0.00012326187975363474,0.0001149677524810458,0.00012262657647464992,,,,,
,,2.0,19.0,1.0,219.0,0.00012999256337573438,0.00024414586598307244,0.00020354278313591793,0.00015010990311266966,0.00011606396430107664,0.00012829912589751115,0.00013549812026823546,0.00010963602583617575,0.00012950457951056373,0.00010406891304359768,0.00013311978548989574,,5.907525577179691,2.0,19.0,1.0,0.0,-13.513677191797411,0.0,0.0,0.0,,2.0,19.0,0.00024763420550691253,0.00020536947829555318,0.00012921404078931022,0.0001152588993366555,0.0001236486355168712,,,,,
,,2.0,20.0,1.0,220.0,0.00012731818152949536,0.00025122569926669256,0.00019874392142504635,0.00015149825186679117,0.00011351558838277889,0.00012542140857184906,0.00013247878608481896,0.00010838553535581618,0.0001262736267810049,0.00010188373901643553,0.00013075321152563094,,5.907525577179691,2.0,20.0,1.0,0.0,-13.501074662199684,0.0,0.0,0.0,,2.0,20.0,0.0002546543982846282,0.00020007037107959164,0.00012787857305116037,0.00011360477720122282,0.00012463378424149092,,,,,
,,2.0,21.0,1.0,221.0,0.0001227490965570807,0.0002444467839329796,0.0001830798133252575,0.00015341585961466039,0.00010990554833524315,0.00012037423874430012,0.00012749188578452708,0.0001048667133064323,0.00012230988064886573,9.696709745532068e-05,0.00012661170708816753,,5.907525577179691,2.0,21.0,1.0,0.0,1.6769071182314805,0.0,0.0,0.0,,2.0,21.0,0.000247067844047086,0.00018307790656385634,0.0001280295166432903,0.00011026936674544105,0.00011847075807220394,,,,,
,,2.0,22.0,1.0,222.0,0.0001150990230940929,0.00023205761259931186,0.00016976533191653888,0.00016072521732018788,0.00010248242881021806,0.00011031571375018067,0.00011994954900317141,9.955212876490415e-05,0.00011638091584617019,9.068472212722947e-05,0.0001195612888196286,,5.907525577179691,2.0,22.0,1.0,0.0,3.5153921498308387,0.0,0.0,0.0,,2.0,22.0,0.00023332004092383566,0.00016879211202872453,0.00013367614577070668,0.00010320409338737343,0.00011041250887766346,,,,,
,,2.0,23.0,1.0,223.0,0.00010552071193632458,0.00021552465215873202,0.00015369648932054325,0.00016962717667298407,9.567874293844617e-05,0.00010060718354798014,0.00010992375986697916,9.309610814537337e-05,0.00010725430710494218,8.139773251179033e-05,0.0001088130987319259,,5.907525577179691,2.0,23.0,1.0,0.0,10.091413664016745,0.0,0.0,0.0,,2.0,23.0,0.0002164732108009684,0.00015271282215398207,0.0001430458696748385,9.555420742496383e-05,9.839795866938586e-05,,,,,
,,2.0,24.0,1.0,224.0,9.592144167317823e-05,0.00018051960020956214,0.00012465931900231363,0.00017718516701426595,9.542157816134349e-05,9.298742710043672e-05,0.00010208148922634372,8.879209439901953e-05,9.856071264705712e-05,7.484221043030385e-05,9.954401737188871e-05,,5.907525577179691,2.0,24.0,1.0,0.0,9.072067966903868,0.0,0.0,0.0,,2.0,24.0,0.00018058804290933708,0.00012311337893884962,0.00015312140320481333,9.522357236804859e-05,9.12997689316069e-05,,,,,
,,3.0,1.0,2.0,301.0,8.50017477712148e-05,0.0001382305318209346,8.711102539568078e-05,0.00016260465361926115,9.293046296715102e-05,8.662785537084743e-05,9.272755193493818e-05,7.70796515858843e-05,8.813506105580032e-05,6.255060652751672e-05,8.593621707736604e-05,,28.022152883878302,3.0,1.0,2.0,0.0,8.446425120350142,0.0,0.0,0.0,,3.0,1.0,0.00013825400786444256,8.72853676855158e-05,0.00014877854282333334,9.427894274047197e-05,8.591362755567457e-05,,,,,
,,3.0,2.0,2.0,302.0,8.174889461654162e-05,0.00010263965907468777,6.520177595365136e-05,0.00017037830586683227,9.144586866547942e-05,8.447110425983892e-05,9.102392761422901e-05,7.643986575872359e-05,8.427124129674029e-05,5.9272845486773486e-05,8.337242861607915e-05,,28.022152883878302,3.0,2.0,2.0,0.0,8.192644320789025,0.0,0.0,0.0,,3.0,2.0,0.00010231954980304881,6.429426616775154e-05,0.00016000730527199018,9.219110180354128e-05,8.378845865884503e-05,,,,,
,,3.0,3.0,2.0,303.0,8.031948362975869e-05,7.025498544576162e-05,4.6673733292368726e-05,0.0001785930096351106,9.027813175213346e-05,8.353458392998273e-05,9.11439011579409e-05,7.697786747701782e-05,8.323866877492252e-05,5.954599224016876e-05,8.278078512501295e-05,,28.022152883878302,3.0,3.0,2.0,0.0,8.04992009907072,0.0,0.0,0.0,,3.0,3.0,6.963162366798887e-05,4.584495058069297e-05,0.00017222691678136064,9.224801878873394e-05,8.345941128886871e-05,,,,,
,,3.0,4.0,2.0,304.0,8.044943008310258e-05,4.693508331199397e-05,3.210036366330993e-05,0.00018095296646228462,9.084759875175366e-05,8.445409271302584e-05,9.269555898994834e-05,7.954428107915111e-05,8.29388896556851e-05,5.899969873337822e-05,8.347103586459019e-05,,28.022152883878302,3.0,4.0,2.0,0.0,8.177294812260461,0.0,0.0,0.0,,3.0,4.0,4.6265291372162446e-05,3.132865076380404e-05,0.00018147381954955572,9.292599296903284e-05,8.464518631102116e-05,,,,,
,,3.0,5.0,2.0,305.0,8.35471858579782e-05,2.9031472701739083e-05,2.176561654228425e-05,0.00018601397805280247,9.380754481340955e-05,8.947398874910836e-05,9.759847780964188e-05,8.627657285131947e-05,8.253918416336855e-05,6.0638579253749836e-05,8.736602218077603e-05,,28.022152883878302,3.0,5.0,2.0,0.0,8.657239900516476,0.0,0.0,0.0,,3.0,5.0,2.8430466239424547e-05,2.1260343173439166e-05,0.00018951432839790287,9.766298304673138e-05,8.980503283282152e-05,,,,,
,,3.0,6.0,2.0,306.0,9.074454264480016e-05,1.729619869459905e-05,2.1762454865821376e-05,0.00019142392967654373,0.00010031594728427864,9.944245222650008e-05,0.00010915193006909917,9.708022897814687e-05,8.790189951861566e-05,6.746724808863157e-05,9.545181655868081e-05,,28.022152883878302,3.0,6.0,2.0,0.0,9.656911992456735,0.0,0.0,0.0,,3.0,6.0,1.6781795804653255e-05,2.1650280757739937e-05,0.0001922709859319302,0.00010511142820501836,9.71271216715374e-05,,,,,
,,3.0,7.0,2.0,307.0,0.00010153848191449532,1.0221559857359377e-05,4.0424191765620295e-05,0.00019862424658065938,0.00010705147595279066,0.00010803515913061384,0.00012380069975632385,0.00010054088867960704,9.82609335278197e-05,7.374962341672277e-05,0.00010723538275574935,,28.022152883878302,3.0,7.0,2.0,0.0,10.213207625913089,0.0,0.0,0.0,,3.0,7.0,1.0032082760041438e-05,4.122311326345509e-05,0.00018677088349503343,0.00010977967227888589,0.00010734312352886928,,,,,
,,3.0,8.0,2.0,308.0,0.00010832084841483191,1.4965833736730486e-05,8.661883484892858e-05,0.00019460800331671312,0.00010978182712329244,0.00011531378886294369,0.00013012330550994173,9.761823069644109e-05,0.00010575541150875511,7.784682471765182e-05,0.00011078524370214657,,28.022152883878302,3.0,8.0,2.0,0.0,10.889065639617284,0.0,0.0,0.0,,3.0,8.0,1.4892013799289825e-05,8.87771180333915e-05,0.0001716370979785297,0.00011321270279545954,0.0001151863089110775,,,,,
,,3.0,9.0,2.0,309.0,0.00011347678833783193,3.067293703616233e-05,0.00013760107400897432,0.00017928559952703512,0.00011194649421214698,0.00011912207848326706,0.0001283117049998918,9.692028252135669e-05,0.000111451214774266,8.52217870593241e-05,0.00011320112129066691,,28.022152883878302,3.0,9.0,2.0,0.0,3.4894359422097354,0.0,0.0,0.0,,3.0,9.0,3.0960500760208393e-05,0.00014146585765270183,0.000148347524730986,0.00011446459835978307,0.00012159827658178208,,,,,
,,3.0,10.0,2.0,310.0,0.00011684282066154656,3.399149013964571e-05,0.0001355522389289386,0.0001532094416257725,0.00011346745935127531,0.00012095109777848724,0.0001257762641094467,9.655676784683356e-05,0.00011604782793590639,8.931898836025312e-05,0.00011477883726684345,,28.022152883878302,3.0,10.0,2.0,0.0,3.635839605753571,0.0,0.0,0.0,,3.0,10.0,3.396985141304745e-05,0.0001388267491063035,0.0001235034374751993,0.00011564230805001433,0.00012397546291030592,,,,,
,,3.0,11.0,2.0,311.0,0.00011790754321475145,4.0178539045528565e-05,0.00011102838615026245,0.00012930326821858126,0.00011390286419220889,0.0001215617774533265,0.00012311285143904222,9.561162969307343e-05,0.00012007819165009832,9.259674940099637e-05,0.00011532117713365414,,28.022152883878302,3.0,11.0,2.0,0.0,3.617820329104425,0.0,0.0,0.0,,3.0,11.0,4.002515658551155e-05,0.00011278006355174817,0.00010606064075673379,0.00011375115423909444,0.00012362250041803865,,,,,
,,3.0,12.0,2.0,312.0,0.00011764345848698802,4.989199155641076e-05,9.624668953513933e-05,0.00011539508530344176,0.00011319272329636701,0.00012119826727404755,0.00011962961955327299,9.51899526706266e-05,0.00012097752900781057,9.259674940099637e-05,0.00011413789015152173,,28.022152883878302,3.0,12.0,2.0,0.0,3.600160191320565,0.0,0.0,0.0,,3.0,12.0,4.9644451012923515e-05,9.703813741514731e-05,9.38463314238662e-05,0.00011036821271960588,0.00012361186173365704,,,,,
,,3.0,13.0,2.0,313.0,0.00011663322960776606,7.19769545888999e-05,0.00010236858868451407,0.00010949749907697838,0.00010863242712513588,0.00012036638860910459,0.0001177140419720061,9.463014007186098e-05,0.00012107745538088971,9.341618966118217e-05,0.00011300390679364483,,28.022152883878302,3.0,13.0,2.0,0.0,3.570366281304457,0.0,0.0,0.0,,3.0,13.0,7.158335264087446e-05,0.00010243797041070802,8.864240575286567e-05,0.00010920320623742406,0.00012377242891646785,,,,,
,,3.0,14.0,2.0,314.0,0.0001160421828361051,8.623387082212564e-05,0.00011418868797119051,0.0001061984911154375,0.0001061595443852977,0.00012022750682389538,0.00011568248996515102,9.367773162461037e-05,0.0001207776762616523,9.478192342815852e-05,0.00011078524370214657,,28.022152883878302,3.0,14.0,2.0,0.0,3.54228833319489,0.0,0.0,0.0,,3.0,14.0,8.516460175198173e-05,0.00011387971280628202,8.670945599603372e-05,0.000108516868086763,0.00012429454299939035,,,,,
,,3.0,15.0,2.0,315.0,0.00011427742616327339,9.930074290443375e-05,0.0001194357649897089,0.00010487029916646666,0.0001052160968541738,0.0001189872129236072,0.00011439877304743353,9.320516254773031e-05,0.0001199449564859928,9.341618966118217e-05,0.00010930613497448107,,28.022152883878302,3.0,15.0,2.0,0.0,-11.610448324111221,0.0,0.0,0.0,,3.0,15.0,9.825096138370018e-05,0.0001189855786228929,8.581905380854162e-05,0.00010785137265849295,0.00012299736563685777,,,,,
,,3.0,16.0,2.0,316.0,0.00011335522552663924,0.0001346871468467245,0.00014211106801906227,0.00010710502003754683,0.00010438650463627428,0.00011642398817297493,0.00011414682860563852,9.289981022113089e-05,0.00011827951693467382,9.04115753738342e-05,0.00011009499296256934,,28.022152883878302,3.0,16.0,2.0,0.0,-11.57732315480836,0.0,0.0,0.0,,3.0,16.0,0.0001343165166498498,0.0001419696107119041,8.814696359893322e-05,0.00010694147907614275,0.00012114131132989948,,,,,
,,3.0,17.0,2.0,317.0,0.00011446186629060021,0.00016947504862608928,0.00016005471602544176,0.00011685960264721871,0.00010586828410391827,0.00011552400928935168,0.00011702619365472446,9.492822210496995e-05,0.00011764664990517261,8.87726948534626e-05,0.0001120178343085345,,28.022152883878302,3.0,17.0,2.0,0.0,-12.891437832491373,0.0,0.0,0.0,,3.0,17.0,0.0001698470682718362,0.00016024706390753134,9.671027924397095e-05,0.0001060006791362184,0.00011661386132507385,,,,,
,,3.0,18.0,2.0,318.0,0.000122359257197049,0.0002147878645678239,0.0001877551601320396,0.00012326187975363474,0.0001149677524810458,0.00012262657647464992,0.0001255803073213839,0.0001033108704994733,0.0001240419377822375,9.450877667476325e-05,0.00012108970117154962,,28.022152883878302,3.0,18.0,2.0,0.0,-13.511124865519523,0.0,0.0,0.0,,3.0,18.0,0.0002164541734706087,0.00018877247276867374,0.00010451690016864629,0.0001088767471468803,0.00011968427050783136,,,,,
,,3.0,19.0,2.0,319.0,0.00013060456925277343,0.00024763420550691253,0.00020536947829555318,0.00012921404078931022,0.0001152588993366555,0.0001236486355168712,0.0001304992226135724,0.00010632804229801526,0.00012997090258493307,0.00010243003252322608,0.00012868245930689924,,28.022152883878302,3.0,19.0,2.0,0.0,-13.512314665923077,0.0,0.0,0.0,,3.0,19.0,0.0002502504601497926,0.00020673949966527956,0.00011253625284176044,0.00011505090439512898,0.00012296524351209986,,,,,
,,3.0,20.0,2.0,320.0,0.0001287643598005807,0.0002546543982846282,0.00020007037107959164,0.00012787857305116037,0.00011360477720122282,0.00012463378424149092,0.0001289435656634412,0.00010477219949105629,0.00012637355315408405,0.00010024485849606391,0.00012754847594902233,,28.022152883878302,3.0,20.0,2.0,0.0,-13.506216656301547,0.0,0.0,0.0,,3.0,20.0,0.00025722592254807995,0.00020106520832050055,0.00011248150225419839,0.00011510572921636225,0.0001222455831642879,,,,,
,,3.0,21.0,2.0,321.0,0.00012442163316624903,0.000247067844047086,0.00018307790656385634,0.0001280295166432903,0.00011026936674544105,0.00011847075807220394,0.00012523238404461937,0.00010107162010441082,0.00012297605646939333,9.642080394853013e-05,0.00012325906063879237,,28.022152883878302,3.0,21.0,2.0,0.0,1.6795756464831908,0.0,0.0,0.0,,3.0,21.0,0.00024903363913266575,0.00018307647649280548,0.00011249835881866398,0.00011078316638348807,0.00011612484237360426,,,,,
,,3.0,22.0,2.0,322.0,0.0001169811507570417,0.00023332004092383566,0.00016879211202872453,0.00013367614577070668,0.00010320409338737343,0.00011041250887766346,0.00011747809400270599,9.286345875367857e-05,0.00011611444551795915,8.795325459327679e-05,0.00011601142787323138,,28.022152883878302,3.0,22.0,2.0,0.0,3.4382170654215227,0.0,0.0,0.0,,3.0,22.0,0.0002342668621672285,0.0001680621971128638,0.00011656429185947846,0.00010287628368387076,0.00010590275820306701,,,,,
,,3.0,23.0,2.0,323.0,0.00010676568279578069,0.0002164732108009684,0.00015271282215398207,0.0001430458696748385,9.555420742496383e-05,9.839795866938586e-05,0.00010850407293305485,8.558589496972553e-05,0.00010565548513567597,8.030514549820925e-05,0.00010486880879148454,,28.022152883878302,3.0,23.0,2.0,0.0,9.938323513955197,0.0,0.0,0.0,,3.0,23.0,0.00021718462978264575,0.00015197507177906118,0.00012596580342823967,9.53738962974373e-05,9.619804830834679e-05,,,,,
,,3.0,24.0,2.0,324.0,9.628193828568067e-05,0.00018058804290933708,0.00012311337893884962,0.00015312140320481333,9.522357236804859e-05,9.12997689316069e-05,0.00010060181552056345,8.12382594624289e-05,9.5829391782894e-05,7.156444938956062e-05,9.48601730676146e-05,,28.022152883878302,3.0,24.0,2.0,0.0,8.837309769237352,0.0,0.0,0.0,,3.0,24.0,0.00018063937493416828,0.00012195392389125159,0.00013633310117580044,9.618488573042802e-05,9.01336744013261e-05,,,,,
,,4.0,1.0,3.0,401.0,8.949537996426846e-05,0.00013825400786444256,8.72853676855158e-05,0.00014877854282333334,9.427894274047197e-05,8.591362755567457e-05,9.13398579460037e-05,8.01695263193309e-05,8.790189951861566e-05,6.610151432165522e-05,8.490084096800018e-05,,14.341145931672976,4.0,1.0,3.0,0.0,9.232996167151272,0.0,0.0,0.0,,4.0,1.0,0.00013813349750776857,8.639041059769604e-05,0.00011893481355596054,9.572192528871208e-05,8.188088002903613e-05,,,,,
,,4.0,2.0,3.0,402.0,8.585687927063921e-05,0.00010231954980304881,6.429426616775154e-05,0.00016000730527199018,9.219110180354128e-05,8.378845865884503e-05,8.991617189395566e-05,7.966787606848899e-05,8.447109404289858e-05,6.391634029449307e-05,8.179471263990261e-05,,14.341145931672976,4.0,2.0,3.0,0.0,9.030807189155349,0.0,0.0,0.0,,4.0,2.0,0.0001024191393542254,6.457660254558703e-05,0.00012871781170917986,9.454538124621751e-05,8.073966684192905e-05,,,,,
,,4.0,3.0,3.0,403.0,8.442327646278065e-05,6.963162366798887e-05,4.584495058069297e-05,0.00017222691678136064,9.224801878873394e-05,8.345941128886871e-05,8.989617630333701e-05,8.022041837376414e-05,8.227271383515752e-05,6.309690003430726e-05,8.066072928202572e-05,,14.341145931672976,4.0,3.0,3.0,0.0,8.903708715457608,0.0,0.0,0.0,,4.0,3.0,6.982555844329595e-05,4.610279409099209e-05,0.00013963590597374962,9.422627636256008e-05,8.061154093418951e-05,,,,,
,,4.0,4.0,3.0,404.0,8.363102227949041e-05,4.6265291372162446e-05,3.132865076380404e-05,0.00018147381954955572,9.292599296903284e-05,8.464518631102116e-05,9.123588087478672e-05,8.319396841136334e-05,8.037411274665388e-05,6.227745977412144e-05,8.105515827606985e-05,,14.341145931672976,4.0,4.0,3.0,0.0,8.88242057534929,0.0,0.0,0.0,,4.0,4.0,4.64736710867767e-05,3.156873922142809e-05,0.0001541620838331902,9.543906321449107e-05,8.393298510159525e-05,,,,,
,,4.0,5.0,3.0,405.0,8.588622201816844e-05,2.8430466239424547e-05,2.1260343173439166e-05,0.00018951432839790287,9.766298304673138e-05,8.980503283282152e-05,9.62627723563159e-05,9.06969112935207e-05,8.177308196976182e-05,6.418948704788834e-05,8.499944821651122e-05,,14.341145931672976,4.0,5.0,3.0,0.0,9.33401683335249,0.0,0.0,0.0,,4.0,5.0,2.861744602770018e-05,2.1417539332635425e-05,0.0001679307363806471,0.00010060131407707024,9.348849272134781e-05,,,,,
,,4.0,6.0,3.0,406.0,9.360336461836605e-05,1.6781795804653255e-05,2.1650280757739937e-05,0.0001922709859319302,0.00010511142820501836,9.71271216715374e-05,0.0001081441523019191,0.00010115886362629638,8.763542919040462e-05,7.07450091293748e-05,9.402201145527082e-05,,14.341145931672976,4.0,6.0,3.0,0.0,10.295932772648062,0.0,0.0,0.0,,4.0,6.0,1.694183225930306e-05,2.1685179369143053e-05,0.00017594254791628301,0.00010624917786107662,0.00010255022682929525,,,,,
